,VECTOR,OCCURRENCE_ID,SOURCE_TYPE,LOCATION_TYPE,POLYGON_ADMIN,Y,X,YEAR,COUNTRY,COUNTRY_ID,GAUL_AD0,STATUS,infection_source,infection_time
3513,Aedes aegypti,3514.0,published,point,-999,-6.91,107.61,2006,Indonesia,IDN,1013696.0,,water,9
3514,Aedes aegypti,3515.0,unpublished,,,-6.55,106.73,2006,Indonesia,IDN,1013696.0,,air,10
3515,Aedes aegypti,3516.0,published,polygon,,-6.21,106.87,2006,Indonesia,IDN,1013696.0,,air,2
3516,Aedes aegypti,3517.0,published,polygon,,-5.1,-80.16,2006,Peru,PER,1011442.0,,water,8
3517,Aedes aegypti,3518.0,published,point,-999,-4.1,-63.12,2006,Brazil,BRA,37.0,,mosquito,3
3518,Aedes aegypti,3519.0,published,point,-999,-3.29,-60.62,2006,Brazil,BRA,37.0,,water,6
3519,Aedes aegypti,3520.0,published,point,-999,-3.12,-60.01,2006,Brazil,BRA,37.0,,water,2
3520,Aedes aegypti,3521.0,published,point,-999,-3.11,-60.06,2006,Brazil,BRA,37.0,,water,10
3521,Aedes aegypti,3522.0,published,point,-999,-3.09,-59.96,2006,Brazil,BRA,37.0,,water,10
3522,Aedes aegypti,3523.0,published,point,-999,-3.06,-59.94,2006,Brazil,BRA,37.0,,water,4
3523,Aedes aegypti,3524.0,published,point,-999,-2.99,104.76,2006,Indonesia,IDN,1013696.0,,water,9
3524,Aedes aegypti,3525.0,unpublished,,,-2.96,104.73,2006,Indonesia,IDN,1013696.0,,water,3
3525,Aedes aegypti,3526.0,published,point,-999,-1.65,11.98,2006,Gabon,GAB,89.0,,air,6
3526,Aedes aegypti,3527.0,published,point,-999,-1.44,-48.5,2006,Brazil,BRA,37.0,,air,6
3527,Aedes aegypti,3528.0,published,point,-999,-1.26,-69.73,2006,Colombia,COL,57.0,,mosquito,2
3528,Aedes aegypti,3529.0,unpublished,,,-0.93,119.89,2006,Indonesia,IDN,1013696.0,,air,10
3529,Aedes aegypti,3530.0,unpublished,,,-0.92,119.88,2006,Indonesia,IDN,1013696.0,,mosquito,4
3530,Aedes aegypti,3531.0,unpublished,,,-0.92,119.9,2006,Indonesia,IDN,1013696.0,,water,6
3531,Aedes aegypti,3532.0,unpublished,,,-0.9,119.88,2006,Indonesia,IDN,1013696.0,,air,9
3532,Aedes aegypti,3533.0,unpublished,,,-0.9,119.85,2006,Indonesia,IDN,1013696.0,,air,3
3533,Aedes aegypti,3534.0,unpublished,,,-0.9,119.88,2006,Indonesia,IDN,1013696.0,,mosquito,9
3534,Aedes aegypti,3535.0,unpublished,,,-0.89,119.86,2006,Indonesia,IDN,1013696.0,,mosquito,9
3535,Aedes aegypti,3536.0,unpublished,,,-0.85,119.91,2006,Indonesia,IDN,1013696.0,,water,7
3536,Aedes aegypti,3537.0,published,point,-999,0.27,-76.85,2006,Colombia,COL,57.0,,water,2
3537,Aedes aegypti,3538.0,published,point,-999,0.29,9.51,2006,Gabon,GAB,89.0,,water,9
3538,Aedes aegypti,3539.0,published,point,-999,0.39,9.45,2006,Gabon,GAB,89.0,,mosquito,5
3539,Aedes aegypti,3540.0,published,point,-999,0.39,9.45,2006,Gabon,GAB,89.0,,mosquito,1
3540,Aedes aegypti,3541.0,published,point,-999,0.4,-76.78,2006,Colombia,COL,57.0,,air,4
3541,Aedes aegypti,3542.0,published,point,-999,0.67,-76.87,2006,Colombia,COL,57.0,,air,6
3542,Aedes aegypti,3543.0,published,point,-999,0.68,-76.58,2006,Colombia,COL,57.0,,air,8
3543,Aedes aegypti,3544.0,published,point,-999,2.83,-60.66,2006,Brazil,BRA,37.0,,air,1
3544,Aedes aegypti,3545.0,unpublished,,,3.1,98.51,2006,Indonesia,IDN,1013696.0,,mosquito,10
3545,Aedes aegypti,3546.0,published,point,-999,3.45,-76.52,2006,Colombia,COL,57.0,,water,7
3546,Aedes aegypti,3547.0,published,point,-999,3.64,-54.03,2006,French Guiana,GUF,86.0,,water,1
3547,Aedes aegypti,3548.0,published,Less than 25km,Less than 25km,4.05,9.7,2006,Cameroon,CMR,45.0,,water,10
3548,Aedes aegypti,3549.0,published,point,-999,5.69,-76.65,2006,Colombia,COL,57.0,,mosquito,10
3549,Aedes aegypti,3550.0,published,point,-999,6.27,-75.61,2006,Colombia,COL,57.0,,water,1
3550,Aedes aegypti,3551.0,published,Less than 25km,Less than 25km,6.34,-75.56,2006,Colombia,COL,57.0,,mosquito,2
3551,Aedes aegypti,3552.0,published,point,-999,6.55,-74.33,2006,Colombia,COL,57.0,,air,6
3552,Aedes aegypti,3553.0,published,point,-999,6.87,-75.18,2006,Colombia,COL,57.0,,water,4
3553,Aedes aegypti,3554.0,published,point,-999,6.91,122.07,2006,Philippines,PHL,196.0,,air,9
3554,Aedes aegypti,3555.0,published,Less than 10km,Less than 10km,7.15,3.36,2006,Nigeria,NGA,182.0,,mosquito,4
3555,Aedes aegypti,3556.0,published,point,-999,7.16,3.35,2006,Nigeria,NGA,182.0,,mosquito,1
3556,Aedes aegypti,3557.0,published,point,-999,8.1,-76.73,2006,Colombia,COL,57.0,,air,1
3557,Aedes aegypti,3558.0,published,Less than 25km,Less than 25km,9.3,13.4,2006,Cameroon,CMR,45.0,,air,3
3558,Aedes aegypti,3559.0,published,Less than 10km,Less than 10km,9.32,-70.61,2006,Venezuela,VEN,263.0,,water,8
3559,Aedes aegypti,3560.0,published,point,-999,9.4,-70.56,2006,Venezuela,VEN,263.0,,air,6
3560,Aedes aegypti,3561.0,published,point,-999,9.49,76.33,2006,India,IND,115.0,,air,10
3561,Aedes aegypti,3562.0,published,point,-999,9.59,76.52,2006,India,IND,115.0,,mosquito,2
3562,Aedes aegypti,3563.0,published,point,-999,9.67,80.02,2006,Sri Lanka,LKA,231.0,,air,3
3563,Aedes aegypti,3564.0,published,point,-999,9.97,-84.84,2006,Costa Rica,CRI,61.0,,mosquito,2
3564,Aedes aegypti,3565.0,published,point,-999,10.07,73.64,2006,India,IND,115.0,,air,3
3565,Aedes aegypti,3566.0,published,Less than 10km,Less than 10km,10.1,106.43,2006,Viet Nam,VNM,1011447.0,,air,9
3566,Aedes aegypti,3567.0,published,point,-999,10.12,106.45,2006,Viet Nam,VNM,1011447.0,,water,10
3567,Aedes aegypti,3568.0,published,Less than 10km,Less than 10km,10.16,105.91,2006,Viet Nam,VNM,1011447.0,,air,5
3568,Aedes aegypti,3569.0,published,Less than 10 km,Less than 10km,10.17,106.65,2006,Viet Nam,VNM,1011447.0,,water,3
3569,Aedes aegypti,3570.0,published,Less than 10 km,Less than 10km,10.19,106.09,2006,Viet Nam,VNM,1011447.0,,air,9
3570,Aedes aegypti,3571.0,published,point,-999,10.37,-61.43,2006,Trinidad and Tobago,TTO,246.0,,mosquito,10
3571,Aedes aegypti,3572.0,published,point,-999,10.56,-61.42,2006,Trinidad and Tobago,TTO,246.0,,air,9
3572,Aedes aegypti,3573.0,published,point,-999,10.64,-61.41,2006,Trinidad and Tobago,TTO,246.0,,water,4
3573,Aedes aegypti,3574.0,published,point,-999,10.64,-61.5,2006,Trinidad and Tobago,TTO,246.0,,air,6
3574,Aedes aegypti,3575.0,published,point,-999,10.65,-61.2,2006,Trinidad and Tobago,TTO,246.0,,water,6
3575,Aedes aegypti,3576.0,published,point,-999,10.67,-61.52,2006,Trinidad and Tobago,TTO,246.0,,air,9
3576,Aedes aegypti,3577.0,published,point,-999,10.67,-61.53,2006,Trinidad and Tobago,TTO,246.0,,mosquito,6
3577,Aedes aegypti,3578.0,published,point,-999,10.72,-61.51,2006,Trinidad and Tobago,TTO,246.0,,air,5
3578,Aedes aegypti,3579.0,published,Less than 10 km,Less than 10km,10.84,106.31,2006,Viet Nam,VNM,1011447.0,,water,5
3579,Aedes aegypti,3580.0,published,point,-999,10.88,-74.77,2006,Colombia,COL,57.0,,mosquito,3
3580,Aedes aegypti,3581.0,published,point,-999,10.89,-74.78,2006,Colombia,COL,57.0,,water,6
3581,Aedes aegypti,3582.0,published,point,-999,10.96,106.96,2006,Viet Nam,VNM,1011447.0,,mosquito,9
3582,Aedes aegypti,3583.0,published,point,-999,11.01,76.97,2006,India,IND,115.0,,mosquito,5
3583,Aedes aegypti,3584.0,published,polygon,,11.01,78.4,2006,India,IND,115.0,,mosquito,1
3584,Aedes aegypti,3585.0,published,point,-999,11.19,-60.74,2006,Trinidad and Tobago,TTO,246.0,,water,3
3585,Aedes aegypti,3586.0,published,point,-999,11.22,108.43,2006,Viet Nam,VNM,1011447.0,,air,1
3586,Aedes aegypti,3587.0,published,point,-999,11.61,108.99,2006,Viet Nam,VNM,1011447.0,,air,4
3587,Aedes aegypti,3588.0,published,point,-999,11.62,92.75,2006,India,IND,115.0,,water,3
3588,Aedes aegypti,3589.0,published,point,-999,11.92,109.15,2006,Viet Nam,VNM,1011447.0,,mosquito,8
3589,Aedes aegypti,3590.0,published,point,-999,12.19,109.22,2006,Viet Nam,VNM,1011447.0,,mosquito,3
3590,Aedes aegypti,3591.0,published,point,-999,12.19,109.22,2006,Viet Nam,VNM,1011447.0,,water,10
3591,Aedes aegypti,3592.0,published,point,-999,12.24,109.19,2006,Viet Nam,VNM,1011447.0,,air,10
3592,Aedes aegypti,3593.0,published,point,-999,12.27,109.19,2006,Viet Nam,VNM,1011447.0,,air,7
3593,Aedes aegypti,3594.0,published,point,-999,12.28,109.19,2006,Viet Nam,VNM,1011447.0,,air,5
3594,Aedes aegypti,3595.0,published,point,-999,12.41,-12.01,2006,Senegal,SEN,217.0,,mosquito,10
3595,Aedes aegypti,3596.0,published,point,-999,12.41,-12.01,2006,Senegal,SEN,217.0,,water,3
3596,Aedes aegypti,3597.0,published,point,-999,12.6,-12.23,2006,Senegal,SEN,217.0,,water,9
3597,Aedes aegypti,3598.0,published,point,-999,12.6,-12.23,2006,Senegal,SEN,217.0,,water,6
3598,Aedes aegypti,3599.0,published,point,-999,12.63,-12.25,2006,Senegal,SEN,217.0,,air,6
3599,Aedes aegypti,3600.0,published,point,-999,12.63,-12.23,2006,Senegal,SEN,217.0,,mosquito,4
3600,Aedes aegypti,3601.0,published,point,-999,12.63,-12.25,2006,Senegal,SEN,217.0,,air,7
3601,Aedes aegypti,3602.0,published,Less than 100km,Less than 100km,12.67,108.04,2006,Viet Nam,VNM,1011447.0,,air,9
3602,Aedes aegypti,3603.0,published,point,-999,12.83,-11.76,2006,Senegal,SEN,217.0,,air,9
3603,Aedes aegypti,3604.0,published,point,-999,12.83,-11.75,2006,Senegal,SEN,217.0,,water,9
3604,Aedes aegypti,3605.0,published,point,-999,13.01,-12.55,2006,Senegal,SEN,217.0,,water,8
3605,Aedes aegypti,3606.0,published,point,-999,13.02,-12.55,2006,Senegal,SEN,217.0,,air,8
3606,Aedes aegypti,3607.0,published,Less than 100 km,Less than 100km,13.05,80.25,2006,India,IND,115.0,,mosquito,2
3607,Aedes aegypti,3608.0,published,point,-999,13.21,-13.11,2006,Senegal,SEN,217.0,,air,1
3608,Aedes aegypti,3609.0,published,point,-999,13.22,-13.12,2006,Senegal,SEN,217.0,,mosquito,2
3609,Aedes aegypti,3610.0,published,Less than 100km,Less than 100km,13.54,101.37,2006,Thailand,THA,240.0,,mosquito,10
3610,Aedes aegypti,3611.0,published,point,-999,13.56,109.25,2006,Viet Nam,VNM,1011447.0,,air,10
3611,Aedes aegypti,3612.0,published,point,-999,13.77,-13.68,2006,Senegal,SEN,217.0,,air,2
3612,Aedes aegypti,3613.0,published,point,-999,13.77,-13.68,2006,Senegal,SEN,217.0,,air,5
3613,Aedes aegypti,3614.0,published,point,-999,13.8,109.15,2006,Viet Nam,VNM,1011447.0,,water,1
3614,Aedes aegypti,3615.0,published,point,-999,13.89,109.12,2006,Viet Nam,VNM,1011447.0,,air,8
3615,Aedes aegypti,3616.0,published,point,-999,13.98,-14.8,2006,Senegal,SEN,217.0,,mosquito,2
3616,Aedes aegypti,3617.0,published,point,-999,13.98,-14.82,2006,Senegal,SEN,217.0,,mosquito,2
3617,Aedes aegypti,3618.0,published,point,-999,14.07,-15.3,2006,Senegal,SEN,217.0,,water,1
3618,Aedes aegypti,3619.0,published,point,-999,14.07,-15.3,2006,Senegal,SEN,217.0,,air,3
3619,Aedes aegypti,3620.0,published,point,-999,14.11,-15.55,2006,Senegal,SEN,217.0,,air,9
3620,Aedes aegypti,3621.0,published,point,-999,14.11,-15.55,2006,Senegal,SEN,217.0,,air,1
3621,Aedes aegypti,3622.0,published,point,-999,14.28,99.28,2006,Thailand,THA,240.0,,water,7
3622,Aedes aegypti,3623.0,published,point,-999,14.65,109.06,2006,Viet Nam,VNM,1011447.0,,air,2
3623,Aedes aegypti,3624.0,published,Less than 25km,Less than 25km,14.68,121.04,2006,Philippines,PHL,196.0,,water,1
3624,Aedes aegypti,3625.0,published,point,-999,14.68,-92.15,2006,Mexico,MEX,1006344.0,,mosquito,5
3625,Aedes aegypti,3626.0,published,point,-999,14.72,-92.43,2006,Mexico,MEX,1006344.0,,air,5
3626,Aedes aegypti,3627.0,published,point,-999,14.85,-92.32,2006,Mexico,MEX,1006344.0,,water,2
3627,Aedes aegypti,3628.0,published,point,-999,14.86,-92.45,2006,Mexico,MEX,1006344.0,,mosquito,1
3628,Aedes aegypti,3629.0,published,point,-999,14.87,-92.43,2006,Mexico,MEX,1006344.0,,air,5
3629,Aedes aegypti,3630.0,published,point,-999,14.88,-92.23,2006,Mexico,MEX,1006344.0,,air,3
3630,Aedes aegypti,3631.0,published,point,-999,14.9,-92.27,2006,Mexico,MEX,1006344.0,,mosquito,10
3631,Aedes aegypti,3632.0,published,point,-999,15.02,-92.38,2006,Mexico,MEX,1006344.0,,air,7
3632,Aedes aegypti,3633.0,published,point,-999,15.08,101.9,2006,Thailand,THA,240.0,,air,10
3633,Aedes aegypti,3634.0,published,point,-999,15.14,-92.47,2006,Mexico,MEX,1006344.0,,mosquito,1
3634,Aedes aegypti,3635.0,published,point,-999,15.32,-92.66,2006,Mexico,MEX,1006344.0,,air,6
3635,Aedes aegypti,3636.0,published,point,-999,15.33,108.74,2006,Viet Nam,VNM,1011447.0,,water,9
3636,Aedes aegypti,3637.0,published,point,-999,15.37,-92.25,2006,Mexico,MEX,1006344.0,,mosquito,1
3637,Aedes aegypti,3638.0,published,Less than 100km,Less than 100km,15.4,74.02,2006,India,IND,115.0,,mosquito,6
3638,Aedes aegypti,3639.0,published,point,-999,15.41,108.68,2006,Viet Nam,VNM,1011447.0,,mosquito,3
3639,Aedes aegypti,3640.0,published,point,-999,15.43,-92.9,2006,Mexico,MEX,1006344.0,,water,9
3640,Aedes aegypti,3641.0,published,point,-999,15.69,-93.21,2006,Mexico,MEX,1006344.0,,mosquito,2
3641,Aedes aegypti,3642.0,published,point,-999,16.03,-61.7,2006,Guadeloupe,GLP,100.0,,water,7
3642,Aedes aegypti,3643.0,published,point,-999,16.03,108.19,2006,Viet Nam,VNM,1011447.0,,air,6
3643,Aedes aegypti,3644.0,published,point,-999,16.13,108.12,2006,Viet Nam,VNM,1011447.0,,water,9
3644,Aedes aegypti,3645.0,published,Less than 10km,Less than 10km,16.27,-61.58,2006,Guadeloupe,GLP,100.0,,water,5
3645,Aedes aegypti,3646.0,published,point,-999,16.27,108.02,2006,Viet Nam,VNM,1011447.0,,air,6
3646,Aedes aegypti,3647.0,published,Less than 10km,Less than 10km,16.36,99.65,2006,Thailand,THA,240.0,,mosquito,2
3647,Aedes aegypti,3648.0,published,Less than 10km,Less than 10km,16.4,99.37,2006,Thailand,THA,240.0,,air,6
3648,Aedes aegypti,3649.0,published,Less than 100km,Less than 100km,16.43,99.61,2006,Thailand,THA,240.0,,water,6
3649,Aedes aegypti,3650.0,published,Less than 100km,Less than 100km,16.48,99.52,2006,Thailand,THA,240.0,,mosquito,8
3650,Aedes aegypti,3651.0,published,Less than 100km,Less than 100km,16.78,96.15,2006,Myanmar,MMR,1011440.0,,water,8
3651,Aedes aegypti,3652.0,published,point,-999,17.05,107.03,2006,Viet Nam,VNM,1011447.0,,mosquito,2
3652,Aedes aegypti,3653.0,published,point,-999,17.46,106.63,2006,Viet Nam,VNM,1011447.0,,air,5
3653,Aedes aegypti,3654.0,published,point,-999,17.7,106.44,2006,Viet Nam,VNM,1011447.0,,water,10
3654,Aedes aegypti,3655.0,published,point,-999,17.92,106.47,2006,Viet Nam,VNM,1011447.0,,air,4
3655,Aedes aegypti,3656.0,published,point,-999,17.95,-66.26,2006,Puerto Rico,PRI,200.0,,water,4
3656,Aedes aegypti,3657.0,published,point,-999,17.98,-66.23,2006,Puerto Rico,PRI,200.0,,mosquito,3
3657,Aedes aegypti,3658.0,published,point,-999,18.02,-66.25,2006,Puerto Rico,PRI,200.0,,mosquito,4
3658,Aedes aegypti,3659.0,published,point,-999,18.05,-65.91,2006,Puerto Rico,PRI,200.0,,water,9
3659,Aedes aegypti,3660.0,published,point,-999,18.95,72.95,2006,India,IND,115.0,,mosquito,2
3660,Aedes aegypti,3661.0,published,point,-999,19.45,105.78,2006,Viet Nam,VNM,1011447.0,,mosquito,6
3661,Aedes aegypti,3662.0,published,point,-999,19.49,105.81,2006,Viet Nam,VNM,1011447.0,,mosquito,4
3662,Aedes aegypti,3663.0,published,point,-999,19.57,105.81,2006,Viet Nam,VNM,1011447.0,,air,4
3663,Aedes aegypti,3664.0,published,point,-999,19.6,-96.38,2006,Mexico,MEX,1006344.0,,mosquito,2
3664,Aedes aegypti,3665.0,published,point,-999,20.14,-75.21,2006,Cuba,CUB,63.0,,mosquito,1
3665,Aedes aegypti,3666.0,published,polygon,,20.19,-75.96,2006,Cuba,CUB,63.0,,mosquito,1
3666,Aedes aegypti,3667.0,published,point,-999,20.55,74.53,2006,India,IND,115.0,,water,1
3667,Aedes aegypti,3668.0,published,Less than 25km,Less than 25km,20.57,105.85,2006,Viet Nam,VNM,1011447.0,,water,10
3668,Aedes aegypti,3669.0,published,point,-999,20.63,86.13,2006,India,IND,115.0,,mosquito,8
3669,Aedes aegypti,3670.0,published,Less than 25km,Less than 25km,20.78,107.03,2006,Viet Nam,VNM,1011447.0,,air,4
3670,Aedes aegypti,3671.0,published,Less than 100km,Less than 100km,21.54,39.17,2006,Saudi Arabia,SAU,215.0,,water,9
3671,Aedes aegypti,3672.0,published,Less than 100km,Less than 100km,21.8,-79.98,2006,Cuba,CUB,63.0,,air,7
3672,Aedes aegypti,3673.0,published,Less than 100km,Less than 100km,21.93,-79.44,2006,Cuba,CUB,63.0,,water,9
3673,Aedes aegypti,3674.0,published,Less than 100km,Less than 100km,21.95,-79.17,2006,Cuba,CUB,63.0,,air,9
3674,Aedes aegypti,3675.0,published,Less than 25km,Less than 25km,22.01,-79.27,2006,Cuba,CUB,63.0,,water,7
3675,Aedes aegypti,3676.0,published,Less than 100km,Less than 100km,22.08,-79.5,2006,Cuba,CUB,63.0,,air,4
3676,Aedes aegypti,3677.0,published,Less than 100km,Less than 100km,22.11,-79.72,2006,Cuba,CUB,63.0,,water,3
3677,Aedes aegypti,3678.0,published,Less than 25km,Less than 25km,22.15,-80.44,2006,Cuba,CUB,63.0,,water,10
3678,Aedes aegypti,3679.0,published,point,-999,22.52,88.39,2006,India,IND,115.0,,water,5
3679,Aedes aegypti,3680.0,published,point,-999,22.53,88.36,2006,India,IND,115.0,,air,9
3680,Aedes aegypti,3681.0,published,point,-999,22.65,88.28,2006,India,IND,115.0,,water,6
3681,Aedes aegypti,3682.0,published,polygon,,22.87,-82.21,2006,Cuba,CUB,63.0,,water,4
3682,Aedes aegypti,3683.0,published,Less than 25km,Less than 25km,22.99,-82.41,2006,Cuba,CUB,63.0,,air,4
3683,Aedes aegypti,3684.0,published,Less than 25km,Less than 25km,23.05,-82.46,2006,Cuba,CUB,63.0,,mosquito,7
3684,Aedes aegypti,3685.0,published,polygon,,23.08,-82.37,2006,Cuba,CUB,63.0,,air,2
3685,Aedes aegypti,3686.0,published,Less than 25km,Less than 25km,23.09,-82.45,2006,Cuba,CUB,63.0,,water,6
3686,Aedes aegypti,3687.0,published,polygon,,23.1,-82.43,2006,Cuba,CUB,63.0,,water,8
3687,Aedes aegypti,3688.0,published,Less than 10km,Less than 10km,23.1,-82.39,2006,Cuba,CUB,63.0,,water,9
3688,Aedes aegypti,3689.0,published,Less than 10km,Less than 10km,23.12,-82.39,2006,Cuba,CUB,63.0,,water,9
3689,Aedes aegypti,3690.0,published,point,-999,23.13,-82.37,2006,Cuba,CUB,63.0,,air,8
3690,Aedes aegypti,3691.0,published,polygon,,23.14,-82.36,2006,Cuba,CUB,63.0,,mosquito,2
3691,Aedes aegypti,3692.0,published,polygon,,24.18,90.29,2006,Bangladesh,BGD,23.0,,water,10
3692,Aedes aegypti,3693.0,published,point,-999,24.25,-107.18,2006,Mexico,MEX,1006344.0,,water,3
3693,Aedes aegypti,3694.0,published,Less than 100 km,Less than 100km,24.66,93.91,2006,India,IND,115.0,,air,6
3694,Aedes aegypti,3695.0,published,point,-999,25.53,-108.6,2006,Mexico,MEX,1006344.0,,mosquito,1
3695,Aedes aegypti,3696.0,published,point,-999,26.28,73.02,2006,India,IND,115.0,,mosquito,5
3696,Aedes aegypti,3697.0,published,point,-999,27.05,88.26,2006,India,IND,115.0,,air,1
3697,Aedes aegypti,3698.0,published,point,-999,27.98,-82.46,2006,United States of America,USA,259.0,,air,5
3698,Aedes aegypti,3699.0,published,point,-999,27.99,-82.41,2006,United States of America,USA,259.0,,mosquito,1
3699,Aedes aegypti,3700.0,published,point,-999,28.22,-82.72,2006,United States of America,USA,259.0,,mosquito,5
3700,Aedes aegypti,3701.0,published,polygon,,28.65,77.11,2006,India,IND,115.0,,water,4
3701,Aedes aegypti,3702.0,published,point,-999,29.14,79.6,2006,India,IND,115.0,,air,3
3702,Aedes aegypti,3703.0,published,point,-999,29.23,79.53,2006,India,IND,115.0,,mosquito,2
3703,Aedes aegypti,3704.0,unpublished,polygon,2,32.48,-104.3,2006,United States of America,USA,259.0,,water,9
3704,Aedes aegypti,3705.0,unpublished,,,-6.55,106.79,2007,Indonesia,IDN,1013696.0,,mosquito,10
3705,Aedes aegypti,3706.0,unpublished,,,-6.29,106.79,2007,Indonesia,IDN,1013696.0,,water,5
3706,Aedes aegypti,3707.0,published,point,-999,-34.9,-56.17,2007,Uruguay,URY,260.0,,water,4
3707,Aedes aegypti,3708.0,published,point,-999,-34.88,-56.15,2007,Uruguay,URY,260.0,,mosquito,3
3708,Aedes aegypti,3709.0,published,Less than 25km,Less than 25km,-34.76,-58.43,2007,Argentina,ARG,12.0,,water,1
3709,Aedes aegypti,3710.0,published,point,-999,-34.59,-58.47,2007,Argentina,ARG,12.0,,air,3
3710,Aedes aegypti,3711.0,published,polygon,,-34.27,-60.31,2007,Argentina,ARG,12.0,,air,2
3711,Aedes aegypti,3712.0,published,point,-999,-25.97,-54.59,2007,Argentina,ARG,12.0,,water,1
3712,Aedes aegypti,3713.0,published,point,-999,-25.96,-54.59,2007,Argentina,ARG,12.0,,mosquito,4
3713,Aedes aegypti,3714.0,published,polygon,,-25.48,-54.48,2007,Brazil,BRA,37.0,,air,2
3714,Aedes aegypti,3715.0,published,point,-999,-25.38,-57.61,2007,Paraguay,PRY,194.0,,mosquito,5
3715,Aedes aegypti,3716.0,published,point,-999,-25.37,-57.62,2007,Paraguay,PRY,194.0,,water,8
3716,Aedes aegypti,3717.0,published,point,-999,-25.37,-57.6,2007,Paraguay,PRY,194.0,,mosquito,8
3717,Aedes aegypti,3718.0,published,point,-999,-25.3,-57.63,2007,Paraguay,PRY,194.0,,mosquito,9
3718,Aedes aegypti,3719.0,published,point,-999,-25.28,-57.72,2007,Argentina,ARG,12.0,,mosquito,2
3719,Aedes aegypti,3720.0,published,polygon,,-25.28,-57.71,2007,Argentina,ARG,12.0,,water,4
3720,Aedes aegypti,3721.0,published,polygon,,-25.19,-55.88,2007,Paraguay,PRY,194.0,,air,9
3721,Aedes aegypti,3722.0,published,polygon,,-23.87,-46.29,2007,Brazil,BRA,37.0,,water,10
3722,Aedes aegypti,3723.0,published,polygon,,-23.65,-46.65,2007,Brazil,BRA,37.0,,mosquito,2
3723,Aedes aegypti,3724.0,published,point,-999,-23.62,-45.42,2007,Brazil,BRA,37.0,,air,9
3724,Aedes aegypti,3725.0,published,polygon,,-23.53,-46.79,2007,Brazil,BRA,37.0,,mosquito,2
3725,Aedes aegypti,3726.0,published,polygon,,-23.52,-51.11,2007,Brazil,BRA,37.0,,water,10
3726,Aedes aegypti,3727.0,published,polygon,,-23.4,-46.45,2007,Brazil,BRA,37.0,,mosquito,6
3727,Aedes aegypti,3728.0,published,polygon,,-23.4,-51.97,2007,Brazil,BRA,37.0,,air,5
3728,Aedes aegypti,3729.0,published,polygon,,-23.18,-51.28,2007,Brazil,BRA,37.0,,water,6
3729,Aedes aegypti,3730.0,published,point,-999,-23.14,-64.32,2007,Argentina,ARG,12.0,,air,6
3730,Aedes aegypti,3731.0,published,Less than 100km,Less than 100km,-23.07,44.2,2007,Madagascar,MDG,150.0,,mosquito,10
3731,Aedes aegypti,3732.0,published,polygon,,-22.99,-44.34,2007,Brazil,BRA,37.0,,water,2
3732,Aedes aegypti,3733.0,published,polygon,,-22.93,-43.45,2007,Brazil,BRA,37.0,,water,6
3733,Aedes aegypti,3734.0,published,polygon,,-22.92,-52.51,2007,Brazil,BRA,37.0,,water,9
3734,Aedes aegypti,3735.0,published,polygon,,-22.92,-43.06,2007,Brazil,BRA,37.0,,water,7
3735,Aedes aegypti,3736.0,published,polygon,,-22.83,-43.0,2007,Brazil,BRA,37.0,,air,7
3736,Aedes aegypti,3737.0,published,polygon,,-22.75,-42.85,2007,Brazil,BRA,37.0,,water,2
3737,Aedes aegypti,3738.0,published,polygon,,-22.73,-43.38,2007,Brazil,BRA,37.0,,mosquito,9
3738,Aedes aegypti,3739.0,published,polygon,,-22.73,-47.78,2007,Brazil,BRA,37.0,,water,2
3739,Aedes aegypti,3740.0,published,polygon,,-22.71,-42.06,2007,Brazil,BRA,37.0,,air,6
3740,Aedes aegypti,3741.0,published,polygon,,-22.7,-43.5,2007,Brazil,BRA,37.0,,mosquito,8
3741,Aedes aegypti,3742.0,published,polygon,,-22.63,-43.3,2007,Brazil,BRA,37.0,,mosquito,4
3742,Aedes aegypti,3743.0,published,polygon,,-22.61,-43.11,2007,Brazil,BRA,37.0,,mosquito,9
3743,Aedes aegypti,3744.0,published,polygon,,-22.44,-44.49,2007,Brazil,BRA,37.0,,air,2
3744,Aedes aegypti,3745.0,published,polygon,,-22.3,-41.98,2007,Brazil,BRA,37.0,,mosquito,4
3745,Aedes aegypti,3746.0,published,polygon,,-22.18,-49.98,2007,Brazil,BRA,37.0,,water,8
3746,Aedes aegypti,3747.0,published,polygon,,-22.18,-42.94,2007,Brazil,BRA,37.0,,water,9
3747,Aedes aegypti,3748.0,published,point,-999,-21.87,-63.61,2007,Bolivia,BOL,33.0,,water,2
3748,Aedes aegypti,3749.0,published,polygon,,-21.75,-41.4,2007,Brazil,BRA,37.0,,air,10
3749,Aedes aegypti,3750.0,published,polygon,,-21.75,-43.46,2007,Brazil,BRA,37.0,,water,8
3750,Aedes aegypti,3751.0,published,polygon,,-21.21,-47.82,2007,Brazil,BRA,37.0,,mosquito,4
3751,Aedes aegypti,3752.0,published,point,-999,-21.18,55.31,2007,R?union,REU,206.0,,air,9
3752,Aedes aegypti,3753.0,published,polygon,,-21.11,-50.57,2007,Brazil,BRA,37.0,,mosquito,1
3753,Aedes aegypti,3754.0,published,polygon,,-20.91,-54.25,2007,Brazil,BRA,37.0,,water,3
3754,Aedes aegypti,3755.0,published,polygon,,-20.51,-48.65,2007,Brazil,BRA,37.0,,mosquito,7
